;;;weiblich;männlich;
2012;Hoden (C62);45 - 49;x;505;
2012;Hoden (C62);50 - 54;x;304;
2012;Hoden (C62);55 - 59;x;173;
2012;Hoden (C62);60 - 64;x;102;
2012;Hoden (C62);65 - 69;x;48;
2012;Hoden (C62);70 - 74;x;41;
2012;Hoden (C62);75 - 79;x;21;
2012;Hoden (C62);80 - 84;x;24;
2012;Hoden (C62);85+;x;18;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;0;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;1;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;0;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;3;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;2;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;1;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;1;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;2;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;8;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;3;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;5;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;7;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;8;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;4;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;21;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;14;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;6;
2012;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;13;
2012;Niere (C64);0 - 4;46;33;
2012;Niere (C64);5 - 9;14;11;
2012;Niere (C64);10 - 14;2;3;
2012;Niere (C64);15 - 19;3;3;
2012;Niere (C64);20 - 24;3;7;
2012;Niere (C64);25 - 29;19;20;
2012;Niere (C64);30 - 34;26;36;
2012;Niere (C64);35 - 39;40;79;
2012;Niere (C64);40 - 44;96;246;
2012;Niere (C64);45 - 49;184;472;
2012;Niere (C64);50 - 54;274;712;
2012;Niere (C64);55 - 59;414;962;
2012;Niere (C64);60 - 64;546;1.280;
2012;Niere (C64);65 - 69;626;1.245;
2012;Niere (C64);70 - 74;1.033;1.802;
2012;Niere (C64);75 - 79;982;1.439;
2012;Niere (C64);80 - 84;697;794;
2012;Niere (C64);85+;610;404;
2012;Nierenbecken (C65);0 - 4;0;0;
2012;Nierenbecken (C65);5 - 9;0;0;
2012;Nierenbecken (C65);10 - 14;0;0;
2012;Nierenbecken (C65);15 - 19;0;0;
2012;Nierenbecken (C65);20 - 24;0;0;
2012;Nierenbecken (C65);25 - 29;0;1;
2012;Nierenbecken (C65);30 - 34;0;1;
2012;Nierenbecken (C65);35 - 39;1;4;
2012;Nierenbecken (C65);40 - 44;4;9;
2012;Nierenbecken (C65);45 - 49;7;15;
2012;Nierenbecken (C65);50 - 54;27;41;
2012;Nierenbecken (C65);55 - 59;23;37;
2012;Nierenbecken (C65);60 - 64;39;72;
2012;Nierenbecken (C65);65 - 69;62;100;
2012;Nierenbecken (C65);70 - 74;114;165;
2012;Nierenbecken (C65);75 - 79;112;143;
2012;Nierenbecken (C65);80 - 84;108;114;
2012;Nierenbecken (C65);85+;67;47;
2012;Harnleiter (C66);0 - 4;0;0;
2012;Harnleiter (C66);5 - 9;0;0;
2012;Harnleiter (C66);10 - 14;0;0;
2012;Harnleiter (C66);15 - 19;0;0;
2012;Harnleiter (C66);20 - 24;0;1;
2012;Harnleiter (C66);25 - 29;0;0;
2012;Harnleiter (C66);30 - 34;1;0;
2012;Harnleiter (C66);35 - 39;0;0;
2012;Harnleiter (C66);40 - 44;0;3;
2012;Harnleiter (C66);45 - 49;1;5;
2012;Harnleiter (C66);50 - 54;6;8;
2012;Harnleiter (C66);55 - 59;15;28;
2012;Harnleiter (C66);60 - 64;10;37;
2012;Harnleiter (C66);65 - 69;24;53;
2012;Harnleiter (C66);70 - 74;51;78;
2012;Harnleiter (C66);75 - 79;44;82;
2012;Harnleiter (C66);80 - 84;44;78;
2012;Harnleiter (C66);85+;41;29;
2012;Harnblase (C67);0 - 4;0;0;
2012;Harnblase (C67);5 - 9;1;0;
2012;Harnblase (C67);10 - 14;0;1;
2012;Harnblase (C67);15 - 19;0;2;
2012;Harnblase (C67);20 - 24;2;2;
2012;Harnblase (C67);25 - 29;4;1;
2012;Harnblase (C67);30 - 34;8;5;
2012;Harnblase (C67);35 - 39;13;17;
2012;Harnblase (C67);40 - 44;31;66;
2012;Harnblase (C67);45 - 49;89;206;
2012;Harnblase (C67);50 - 54;139;463;
2012;Harnblase (C67);55 - 59;215;734;
2012;Harnblase (C67);60 - 64;292;1.044;
2012;Harnblase (C67);65 - 69;355;1.380;
2012;Harnblase (C67);70 - 74;662;2.262;
2012;Harnblase (C67);75 - 79;711;2.095;
2012;Harnblase (C67);80 - 84;730;1.857;
2012;Harnblase (C67);85+;954;1.369;
2012;sonstg./n.n.bez. Harnorgane (C68);0 - 4;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);5 - 9;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);10 - 14;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);15 - 19;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);20 - 24;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);25 - 29;0;0;
2012;sonstg./n.n.bez. Harnorgane (C68);30 - 34;1;0;
2012;sonstg./n.n.bez. Harnorgane (C68);35 - 39;1;1;
2012;sonstg./n.n.bez. Harnorgane (C68);40 - 44;2;4;
2012;sonstg./n.n.bez. Harnorgane (C68);45 - 49;4;5;
2012;sonstg./n.n.bez. Harnorgane (C68);50 - 54;2;19;
2012;sonstg./n.n.bez. Harnorgane (C68);55 - 59;10;16;
2012;sonstg./n.n.bez. Harnorgane (C68);60 - 64;15;52;
2012;sonstg./n.n.bez. Harnorgane (C68);65 - 69;31;51;
2012;sonstg./n.n.bez. Harnorgane (C68);70 - 74;32;92;
2012;sonstg./n.n.bez. Harnorgane (C68);75 - 79;37;91;
2012;sonstg./n.n.bez. Harnorgane (C68);80 - 84;39;90;
2012;sonstg./n.n.bez. Harnorgane (C68);85+;68;88;
2012;Auge (C69);0 - 4;20;20;
2012;Auge (C69);5 - 9;0;2;
2012;Auge (C69);10 - 14;1;1;
2012;Auge (C69);15 - 19;0;0;
2012;Auge (C69);20 - 24;1;0;
2012;Auge (C69);25 - 29;0;1;
2012;Auge (C69);30 - 34;5;6;
2012;Auge (C69);35 - 39;9;0;
2012;Auge (C69);40 - 44;14;22;
2012;Auge (C69);45 - 49;30;24;
2012;Auge (C69);50 - 54;31;32;
2012;Auge (C69);55 - 59;42;41;
2012;Auge (C69);60 - 64;43;58;
2012;Auge (C69);65 - 69;39;40;
2012;Auge (C69);70 - 74;71;79;
2012;Auge (C69);75 - 79;70;58;
2012;Auge (C69);80 - 84;53;33;
2012;Auge (C69);85+;39;28;
2012;Zentrales Nervensystem (C70-C72);0 - 4;61;51;
2012;Zentrales Nervensystem (C70-C72);5 - 9;43;62;
2012;Zentrales Nervensystem (C70-C72);10 - 14;26;52;
2012;Zentrales Nervensystem (C70-C72);15 - 19;31;42;
2012;Zentrales Nervensystem (C70-C72);20 - 24;46;59;
2012;Zentrales Nervensystem (C70-C72);25 - 29;49;64;
2012;Zentrales Nervensystem (C70-C72);30 - 34;66;113;
2012;Zentrales Nervensystem (C70-C72);35 - 39;78;117;
2012;Zentrales Nervensystem (C70-C72);40 - 44;126;189;
2012;Zentrales Nervensystem (C70-C72);45 - 49;208;295;
2012;Zentrales Nervensystem (C70-C72);50 - 54;236;345;
2012;Zentrales Nervensystem (C70-C72);55 - 59;291;368;
2012;Zentrales Nervensystem (C70-C72);60 - 64;310;407;
2012;Zentrales Nervensystem (C70-C72);65 - 69;281;442;
2012;Zentrales Nervensystem (C70-C72);70 - 74;497;629;
2012;Zentrales Nervensystem (C70-C72);75 - 79;390;433;
2012;Zentrales Nervensystem (C70-C72);80 - 84;328;269;
2012;Zentrales Nervensystem (C70-C72);85+;235;121;
2012;Schilddrüse (C73);0 - 4;0;1;
2012;Schilddrüse (C73);5 - 9;2;0;
2012;Schilddrüse (C73);10 - 14;11;7;
2012;Schilddrüse (C73);15 - 19;65;16;
2012;Schilddrüse (C73);20 - 24;126;41;
2012;Schilddrüse (C73);25 - 29;200;59;
2012;Schilddrüse (C73);30 - 34;259;66;
2012;Schilddrüse (C73);35 - 39;314;96;
2012;Schilddrüse (C73);40 - 44;450;172;
2012;Schilddrüse (C73);45 - 49;551;206;
2012;Schilddrüse (C73);50 - 54;502;222;
2012;Schilddrüse (C73);55 - 59;418;196;
2012;Schilddrüse (C73);60 - 64;397;206;
2012;Schilddrüse (C73);65 - 69;317;174;
2012;Schilddrüse (C73);70 - 74;277;174;
2012;Schilddrüse (C73);75 - 79;207;125;
2012;Schilddrüse (C73);80 - 84;128;61;
2012;Schilddrüse (C73);85+;106;31;
2012;Nebenniere (C74);0 - 4;21;39;
2012;Nebenniere (C74);5 - 9;2;1;
2012;Nebenniere (C74);10 - 14;2;0;
2012;Nebenniere (C74);15 - 19;1;1;
2012;Nebenniere (C74);20 - 24;1;1;
2012;Nebenniere (C74);25 - 29;2;2;
2012;Nebenniere (C74);30 - 34;4;5;
2012;Nebenniere (C74);35 - 39;4;4;
2012;Nebenniere (C74);40 - 44;6;10;
2012;Nebenniere (C74);45 - 49;13;7;
2012;Nebenniere (C74);50 - 54;8;9;
2012;Nebenniere (C74);55 - 59;9;13;
2012;Nebenniere (C74);60 - 64;11;14;
2012;Nebenniere (C74);65 - 69;14;11;
2012;Nebenniere (C74);70 - 74;16;17;
2012;Nebenniere (C74);75 - 79;13;12;
2012;Nebenniere (C74);80 - 84;8;8;
2012;Nebenniere (C74);85+;16;4;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;0;0;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;1;0;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;2;2;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;1;2;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;4;4;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;2;7;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;1;0;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;0;2;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;1;2;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;1;4;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;6;10;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;9;11;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;8;7;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;7;12;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;9;11;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;14;6;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;12;13;
2012;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;3;6;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;4;3;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;0;0;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;0;0;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;9;7;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;6;9;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;8;15;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;18;24;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;31;29;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;67;65;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;172;201;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;229;324;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;323;481;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;434;608;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;432;728;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;797;1.054;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;885;965;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;932;801;
2012;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.569;618;
2012;Morbus Hodgkin (C81);0 - 4;0;5;
2012;Morbus Hodgkin (C81);5 - 9;6;11;
2012;Morbus Hodgkin (C81);10 - 14;25;27;
2012;Morbus Hodgkin (C81);15 - 19;78;73;
2012;Morbus Hodgkin (C81);20 - 24;129;116;
2012;Morbus Hodgkin (C81);25 - 29;97;106;
2012;Morbus Hodgkin (C81);30 - 34;75;85;
2012;Morbus Hodgkin (C81);35 - 39;67;85;
2012;Morbus Hodgkin (C81);40 - 44;65;84;
2012;Morbus Hodgkin (C81);45 - 49;69;125;
2012;Morbus Hodgkin (C81);50 - 54;54;84;
2012;Morbus Hodgkin (C81);55 - 59;45;81;
2012;Morbus Hodgkin (C81);60 - 64;59;67;
2012;Morbus Hodgkin (C81);65 - 69;37;98;
2012;Morbus Hodgkin (C81);70 - 74;78;98;
2012;Morbus Hodgkin (C81);75 - 79;73;80;
2012;Morbus Hodgkin (C81);80 - 84;48;72;
2012;Morbus Hodgkin (C81);85+;34;30;
2012;Non-Hodgkin-Lymphome (C82-C88);0 - 4;1;17;
2012;Non-Hodgkin-Lymphome (C82-C88);5 - 9;7;31;
2012;Non-Hodgkin-Lymphome (C82-C88);10 - 14;15;32;
2012;Non-Hodgkin-Lymphome (C82-C88);15 - 19;27;50;
2012;Non-Hodgkin-Lymphome (C82-C88);20 - 24;38;75;
2012;Non-Hodgkin-Lymphome (C82-C88);25 - 29;61;84;
2012;Non-Hodgkin-Lymphome (C82-C88);30 - 34;60;97;
2012;Non-Hodgkin-Lymphome (C82-C88);35 - 39;113;132;
2012;Non-Hodgkin-Lymphome (C82-C88);40 - 44;196;288;
2012;Non-Hodgkin-Lymphome (C82-C88);45 - 49;283;411;
2012;Non-Hodgkin-Lymphome (C82-C88);50 - 54;482;583;
2012;Non-Hodgkin-Lymphome (C82-C88);55 - 59;575;748;
2012;Non-Hodgkin-Lymphome (C82-C88);60 - 64;747;844;
2012;Non-Hodgkin-Lymphome (C82-C88);65 - 69;883;1.064;
2012;Non-Hodgkin-Lymphome (C82-C88);70 - 74;1.331;1.693;
2012;Non-Hodgkin-Lymphome (C82-C88);75 - 79;1.213;1.390;
2012;Non-Hodgkin-Lymphome (C82-C88);80 - 84;998;968;
2012;Non-Hodgkin-Lymphome (C82-C88);85+;922;623;
2012;Plasmozytom (C90);0 - 4;0;0;
2012;Plasmozytom (C90);5 - 9;0;0;
2012;Plasmozytom (C90);10 - 14;0;0;
2012;Plasmozytom (C90);15 - 19;0;1;
2012;Plasmozytom (C90);20 - 24;0;0;
2012;Plasmozytom (C90);25 - 29;3;3;
2012;Plasmozytom (C90);30 - 34;3;7;
2012;Plasmozytom (C90);35 - 39;11;13;
2012;Plasmozytom (C90);40 - 44;37;64;
2012;Plasmozytom (C90);45 - 49;85;114;
2012;Plasmozytom (C90);50 - 54;132;204;
2012;Plasmozytom (C90);55 - 59;194;266;
2012;Plasmozytom (C90);60 - 64;255;374;
2012;Plasmozytom (C90);65 - 69;336;486;
2012;Plasmozytom (C90);70 - 74;592;751;
2012;Plasmozytom (C90);75 - 79;512;687;
2012;Plasmozytom (C90);80 - 84;516;513;
2012;Plasmozytom (C90);85+;407;275;
2012;Lymphatische Leukämie (C91);0 - 4;86;116;
2012;Lymphatische Leukämie (C91);5 - 9;58;77;
2012;Lymphatische Leukämie (C91);10 - 14;35;43;
2012;Lymphatische Leukämie (C91);15 - 19;27;46;
2012;Lymphatische Leukämie (C91);20 - 24;15;27;
2012;Lymphatische Leukämie (C91);25 - 29;21;15;
2012;Lymphatische Leukämie (C91);30 - 34;10;22;
2012;Lymphatische Leukämie (C91);35 - 39;21;43;
2012;Lymphatische Leukämie (C91);40 - 44;44;86;
2012;Lymphatische Leukämie (C91);45 - 49;82;163;
2012;Lymphatische Leukämie (C91);50 - 54;100;225;
2012;Lymphatische Leukämie (C91);55 - 59;166;303;
2012;Lymphatische Leukämie (C91);60 - 64;243;454;
2012;Lymphatische Leukämie (C91);65 - 69;297;499;
2012;Lymphatische Leukämie (C91);70 - 74;485;758;
2012;Lymphatische Leukämie (C91);75 - 79;446;635;
2012;Lymphatische Leukämie (C91);80 - 84;349;424;
2012;Lymphatische Leukämie (C91);85+;430;333;
2012;Myeloische Leukämie (C92);0 - 4;10;17;
2012;Myeloische Leukämie (C92);5 - 9;5;7;
2012;Myeloische Leukämie (C92);10 - 14;16;9;
2012;Myeloische Leukämie (C92);15 - 19;19;22;
2012;Myeloische Leukämie (C92);20 - 24;21;38;
2012;Myeloische Leukämie (C92);25 - 29;24;40;
2012;Myeloische Leukämie (C92);30 - 34;34;50;
2012;Myeloische Leukämie (C92);35 - 39;45;58;
2012;Myeloische Leukämie (C92);40 - 44;99;78;
2012;Myeloische Leukämie (C92);45 - 49;98;115;
2012;Myeloische Leukämie (C92);50 - 54;126;165;
2012;Myeloische Leukämie (C92);55 - 59;156;190;
2012;Myeloische Leukämie (C92);60 - 64;180;250;
2012;Myeloische Leukämie (C92);65 - 69;187;275;
2012;Myeloische Leukämie (C92);70 - 74;354;509;
2012;Myeloische Leukämie (C92);75 - 79;347;428;
2012;Myeloische Leukämie (C92);80 - 84;327;323;
2012;Myeloische Leukämie (C92);85+;305;201;
2012;Monozytenleukämie (C93);0 - 4;1;5;
2012;Monozytenleukämie (C93);5 - 9;0;2;
2012;Monozytenleukämie (C93);10 - 14;0;0;
2012;Monozytenleukämie (C93);15 - 19;3;3;
2012;Monozytenleukämie (C93);20 - 24;0;2;
2012;Monozytenleukämie (C93);25 - 29;2;2;
2012;Monozytenleukämie (C93);30 - 34;3;2;
2012;Monozytenleukämie (C93);35 - 39;2;1;
2012;Monozytenleukämie (C93);40 - 44;6;1;
2012;Monozytenleukämie (C93);45 - 49;12;6;
2012;Monozytenleukämie (C93);50 - 54;13;16;
2012;Monozytenleukämie (C93);55 - 59;16;36;
2012;Monozytenleukämie (C93);60 - 64;29;31;
2012;Monozytenleukämie (C93);65 - 69;39;53;
2012;Monozytenleukämie (C93);70 - 74;55;112;
2012;Monozytenleukämie (C93);75 - 79;44;95;
2012;Monozytenleukämie (C93);80 - 84;52;67;
2012;Monozytenleukämie (C93);85+;31;31;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);0 - 4;3;5;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);5 - 9;0;1;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);10 - 14;0;0;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);15 - 19;0;1;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);20 - 24;2;0;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);25 - 29;0;1;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);30 - 34;0;2;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);35 - 39;1;1;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);40 - 44;4;5;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);45 - 49;6;4;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);50 - 54;3;3;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);55 - 59;1;4;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);60 - 64;7;14;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);65 - 69;6;8;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);70 - 74;10;13;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);75 - 79;16;18;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);80 - 84;13;13;
2012;sonstg. Leukämien n.n.bez. Zelltyps (C94);85+;12;6;
2012;Leukämien n.n.bez. Zelltyps (C95);0 - 4;1;1;
2012;Leukämien n.n.bez. Zelltyps (C95);5 - 9;0;1;
2012;Leukämien n.n.bez. Zelltyps (C95);10 - 14;2;1;
2012;Leukämien n.n.bez. Zelltyps (C95);15 - 19;2;0;
2012;Leukämien n.n.bez. Zelltyps (C95);20 - 24;0;0;
2012;Leukämien n.n.bez. Zelltyps (C95);25 - 29;0;0;
2012;Leukämien n.n.bez. Zelltyps (C95);30 - 34;1;2;
2012;Leukämien n.n.bez. Zelltyps (C95);35 - 39;3;0;
2012;Leukämien n.n.bez. Zelltyps (C95);40 - 44;1;6;
2012;Leukämien n.n.bez. Zelltyps (C95);45 - 49;4;7;
2012;Leukämien n.n.bez. Zelltyps (C95);50 - 54;3;5;
2012;Leukämien n.n.bez. Zelltyps (C95);55 - 59;10;6;
2012;Leukämien n.n.bez. Zelltyps (C95);60 - 64;13;19;
2012;Leukämien n.n.bez. Zelltyps (C95);65 - 69;9;19;
2012;Leukämien n.n.bez. Zelltyps (C95);70 - 74;22;36;
2012;Leukämien n.n.bez. Zelltyps (C95);75 - 79;33;47;
2012;Leukämien n.n.bez. Zelltyps (C95);80 - 84;64;55;
2012;Leukämien n.n.bez. Zelltyps (C95);85+;155;74;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);0 - 4;0;0;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);5 - 9;0;0;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);10 - 14;0;1;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);15 - 19;0;0;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);20 - 24;5;2;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);25 - 29;1;1;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);30 - 34;1;5;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);35 - 39;4;1;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);40 - 44;7;13;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);45 - 49;5;8;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);50 - 54;10;5;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);55 - 59;4;10;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);60 - 64;5;10;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);65 - 69;8;11;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);70 - 74;4;16;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);75 - 79;13;14;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);80 - 84;3;8;
2012;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);85+;4;1;
2013;Mundhöhle und Rachen (C00-C14);0 - 4;0;1;
2013;Mundhöhle und Rachen (C00-C14);5 - 9;1;1;
2013;Mundhöhle und Rachen (C00-C14);10 - 14;2;2;
2013;Mundhöhle und Rachen (C00-C14);15 - 19;6;6;
2013;Mundhöhle und Rachen (C00-C14);20 - 24;10;16;
2013;Mundhöhle und Rachen (C00-C14);25 - 29;20;25;
2013;Mundhöhle und Rachen (C00-C14);30 - 34;18;39;
2013;Mundhöhle und Rachen (C00-C14);35 - 39;39;53;
2013;Mundhöhle und Rachen (C00-C14);40 - 44;70;221;
2013;Mundhöhle und Rachen (C00-C14);45 - 49;198;640;
2013;Mundhöhle und Rachen (C00-C14);50 - 54;393;1.291;
2013;Mundhöhle und Rachen (C00-C14);55 - 59;461;1.626;
2013;Mundhöhle und Rachen (C00-C14);60 - 64;541;1.749;
2013;Mundhöhle und Rachen (C00-C14);65 - 69;496;1.250;
2013;Mundhöhle und Rachen (C00-C14);70 - 74;490;1.282;
2013;Mundhöhle und Rachen (C00-C14);75 - 79;408;830;
2013;Mundhöhle und Rachen (C00-C14);80 - 84;252;370;
2013;Mundhöhle und Rachen (C00-C14);85+;361;234;
2013;Speiseröhre (C15);0 - 4;0;0;
2013;Speiseröhre (C15);5 - 9;0;0;
2013;Speiseröhre (C15);10 - 14;0;0;
2013;Speiseröhre (C15);15 - 19;0;0;
2013;Speiseröhre (C15);20 - 24;1;0;
2013;Speiseröhre (C15);25 - 29;1;2;
2013;Speiseröhre (C15);30 - 34;3;4;
2013;Speiseröhre (C15);35 - 39;7;13;
2013;Speiseröhre (C15);40 - 44;14;58;
2013;Speiseröhre (C15);45 - 49;47;218;
2013;Speiseröhre (C15);50 - 54;90;488;
2013;Speiseröhre (C15);55 - 59;134;636;
2013;Speiseröhre (C15);60 - 64;159;780;
2013;Speiseröhre (C15);65 - 69;174;776;
2013;Speiseröhre (C15);70 - 74;233;932;
2013;Speiseröhre (C15);75 - 79;229;661;
2013;Speiseröhre (C15);80 - 84;195;363;
2013;Speiseröhre (C15);85+;206;218;
2013;Magen (C16);0 - 4;0;0;
2013;Magen (C16);5 - 9;0;0;
2013;Magen (C16);10 - 14;0;0;
2013;Magen (C16);15 - 19;6;0;
2013;Magen (C16);20 - 24;8;4;
2013;Magen (C16);25 - 29;17;16;
2013;Magen (C16);30 - 34;43;27;
2013;Magen (C16);35 - 39;44;49;
2013;Magen (C16);40 - 44;104;138;
2013;Magen (C16);45 - 49;180;327;
2013;Magen (C16);50 - 54;301;561;
2013;Magen (C16);55 - 59;390;787;
2013;Magen (C16);60 - 64;506;974;
2013;Magen (C16);65 - 69;490;1.043;
2013;Magen (C16);70 - 74;952;1.700;
2013;Magen (C16);75 - 79;1.041;1.683;
2013;Magen (C16);80 - 84;989;1.165;
2013;Magen (C16);85+;1.310;1.010;
2013;Dünndarm (C17);0 - 4;0;0;
2013;Dünndarm (C17);5 - 9;0;0;
2013;Dünndarm (C17);10 - 14;0;1;
2013;Dünndarm (C17);15 - 19;0;0;
2013;Dünndarm (C17);20 - 24;2;4;
2013;Dünndarm (C17);25 - 29;2;7;
2013;Dünndarm (C17);30 - 34;11;3;
2013;Dünndarm (C17);35 - 39;8;14;
2013;Dünndarm (C17);40 - 44;29;33;
2013;Dünndarm (C17);45 - 49;54;55;
2013;Dünndarm (C17);50 - 54;79;94;
2013;Dünndarm (C17);55 - 59;111;125;
2013;Dünndarm (C17);60 - 64;130;173;
